Категорія ;Назва об'єкта українською мовою;Код
Село;СЛИВ'ЯНКА;0123185204
Село;САДОВЕ;0123186101
Село;КУКУРУДЗЯНЕ;0123186102
Село;СЄРОВЕ;0123186103
Село;УВАРІВКА;0123187201
Село;НОВОІВАНІВКА;0123187202
Село;СІМ'ЯНЕ;0123187203
Село;ЧКАЛОВЕ;0123187401
Село;ВЕЛИКОСІЛЛЯ;0123187402
Село;ЗАЛИВНЕ;0123187403
Село;КОВРОВЕ;0123187404
Село;ЛУГОВЕ;0123187405
Село;СТЕПАНІВКА;0123187406
СМТ;ПЕРВОМАЙСЬКЕ;0123555100
Село;МАКАРІВКА;0123555101
Село;ПШЕНИЧНЕ;0123555102
Село;УПОРНЕ;0123555103
Село;ОЛЕКСІЇВКА;0123580101
Село;ПРИВІЛЬНЕ;0123580102
Село;АБРИКОСОВЕ;0123580201
Село;ВОЙКОВЕ;0123580401
Село;ВІДКРИТЕ;0123580402
Село;ДМИТРІВКА;0123580403
Село;ГВАРДІЙСЬКЕ;0123580801
Село;БРАТСЬКЕ;0123580802
Село;ОЛЕНІВКА;0123580803
Село;ГРИШИНЕ;0123581301
Село;ВИПАСНЕ;0123581302
Село;ФРУНЗЕ;0123581303
Село;КАЛІНІНЕ;0123581901
Село;ЛЕВІТАНІВКА;0123581902
Село;КОРМОВЕ;0123582501
Село;ТИХОНІВКА;0123582502
Село;ЧАПАЄВЕ;0123582503
Село;КРЕСТЯНІВКА;0123583601
Село;НОВА ДЕРЕВНЯ;0123583602
Село;ОКТЯБРСЬКЕ;0123584701
Село;КАМ'ЯНКА;0123584702
Село;ОСТРОВСЬКЕ;0123585201
Село;МЕЛЬНИЧНЕ;0123585203
Село;СНІГУРІВКА;0123585204
Село;ПРАВДА;0123585901
Село;АРБУЗОВЕ;0123585902
Село;МАТВІЇВКА;0123585903
Село;СТАХАНОВКА;0123586301
Село;ДАЛЬНЄ;0123586302
Село;СТЕПНЕ;0123586501
Село;КРИЛОВКА;0123586502
Село;СУСАНІНЕ;0123586601
Село;ПАНФІЛОВКА;0123586602
Село;РІВНЕ;0123586603
Село;САРИ-БАШ;0123586901
Село;ЧЕРНОВЕ;0123587401
Село;КАШТАНІВКА;0123587402
Село;СВЕРДЛОВСЬКЕ;0123587403
СМТ;РОЗДОЛЬНЕ;0123955100
СМТ;НОВОСЕЛІВСЬКЕ;0123955400
Село;СЄВЕРНЕ;0123955401
Село;БЕРЕЗІВКА;0123981101
Село;НИВА;0123981102
Село;УЛЬЯНОВКА;0123981104
Село;БОТАНІЧНЕ;0123982201
Село;КУМОВЕ;0123982202
Село;ЧЕРВОНЕ;0123982203
Село;ЗИМИНЕ;0123983301
Село;ВОРОНКИ;0123983302
Село;КРАСНОАРМІЙСЬКЕ;0123983303
Село;ОВРАЖНЕ;0123983304
Село;КОВИЛЬНЕ;0123985401
Село;ВІТРЯНКА;0123985402
Село;ВОЛОЧАЇВКА;0123985403
Село;МОЛОЧНЕ;0123985404
Село;СІНОКІСНЕ;0123985405
Село;КУКУШКІНЕ;0123985601
Село;ВОГНІ;0123985603
Село;РУЧ'Ї;0123985901
Село;ГОРОДНЄ;0123985902
Село;КОМИШНЕ;0123985903
Село;КОМУНАРНЕ;0123985904
Село;МАКСИМІВКА;0123985905
Село;ФЕДОРІВКА;0123985906
Село;СЕРЕБРЯНКА;0123986401
Село;БАХЧІВКА;0123986402
Село;КАШТАНІВКА;0123986403
Село;ОРЛІВКА;0123986404
Село;СОКОЛИ;0123986405
Село;ЧЕХОВЕ;0123986406
Село;СЛАВНЕ;0123986601
Село;КОТОВСЬКЕ;0123986602
Село;РИЛЄЄВКА;0123986603
Село;СТЕРЕГУЩЕ;0123986604
Село;СЛОВ'ЯНСЬКЕ;0123987401
Село;АВРОРА;0123987402
Село;ЧЕРНИШОВЕ;0123988001
Село;КРОПОТКІНЕ;0123988002
Село;ПОРТОВЕ;0123988003
СМТ;НОВОФЕДОРІВКА;0124355500
Село;ВЕРЕСАЄВЕ;0124380401
Село;ГЛІНКА;0124380402
Село;ВЕСЕЛІВКА;0124380601
Село;ВЛАДНЕ;0124380602
Село;ПОРФИРІВКА;0124380604
Село;НАТАШИНЕ;0124380605
Село;ВИНОГРАДОВЕ;0124380801
Село;ВІТРІВКА;0124380802
Село;ВОРОБЙОВЕ;0124381301
Село;ФУРМАНОВЕ;0124381303
Село;ШАУМЯН;0124381304
Село;ШИШКИНЕ;0124381305
Село;ГЕРОЙСЬКЕ;0124381601
Село;ЯРКЕ;0124381602
Село;ДОБРУШИНЕ;0124381801
Село;ЄЛИЗАВЕТОВЕ;0124381803
Село;ІЗВЕСТКОВЕ;0124381804
Село;СОЛДАТСЬКЕ;0124381806
Село;ШАЛАШІ;0124381807
Село;ЗЕРНОВЕ;0124382001
Село;НИЗИННЕ;0124382003
Село;ІВАНІВКА;0124382201
Село;ЖАЙВОРОНКИ;0124382202
Село;КОЛЬЦОВЕ;0124382601
Село;ВОГНЕВЕ;0124382602
Село;НИВА;0124382604
Село;КРАЙНЄ;0124383001
Село;ВЕРШИННЕ;0124383002
Село;ТРУДОВЕ;0124383004
Село;КРИМСЬКЕ;0124383401
Село;ВАЛЕНТИНОВЕ;0124383402
Село;ІГОРІВКА;0124383404
Село;СТЕПОВЕ;0124383406
Село;ЛІСНІВКА;0124383901
Село;ВОЛОДИМИРІВКА;0124383902
Село;ГАРШИНЕ;0124383903
Село;КУЛИКІВКА;0124383904
Село;ПРИБЕРЕЖНЕ;0124383905
Село;МИТЯЄВЕ;0124384401
Село;ДОЛИНКА;0124384402
Село;ЖУРАВЛІ;0124384403
Село;ЛИСТОВЕ;0124384404
Село;ШОВКОВИЧНЕ;0124384405
Село;МОЛОЧНЕ;0124384701
Село;АБРИКОСІВКА;0124384702
Село;ВІТИНЕ;0124384703
Село;ОРІХОВЕ;0124385201
Село;МИХАЙЛІВКА;0124385202
Село;ЧЕРВОНЕ;0124385204
Село;ЧОБОТАРКА;0124385205
Село;ОХОТНИКОВЕ;0124385601
Село;ГРОМОВКА;0124385602
Село;КАР'ЄРНЕ;0124385603
Село;НАУМІВКА;0124385604
Село;ОРЛЯНКА;0124385605
Село;РУННЕ;0124385606
Село;РОМАШКИНЕ;0124386001
Село;КОЛОСКИ;0124386002
Село;СИЗІВКА;0124386501
Село;ВОДОПІЙНЕ;0124386502
Село;ІЛЛІНКА;0124386505
Село;ЛУГОВЕ;0124386506
Село;СТОВПОВЕ;0124386801
Село;ЛУШИНЕ;0124386802
Село;СУВОРОВСЬКЕ;0124387001
Село;ВЕЛИКЕ;0124387002
Село;ЖОВТОКАМ'ЯНКА;0124387004
Село;КАМЕНОЛОМНЯ;0124387005
Село;ЛИМАННЕ;0124387006
Село;ПОБЄДНЕ;0124387007
Село;ТУНЕЛЬНЕ;0124387008
Село;УЮТНЕ;0124387701
Село;ФРУНЗЕ;0124388001
Село;ШТОРМОВЕ;0124388801
Село;КРИЛОВКА;0124388802
Село;ПОПІВКА;0124388803
Село;ПРИВІТНЕ;0124388804
Село;ХУТОРОК;0124388805
СМТ;ГВАРДІЙСЬКЕ;0124755300
Село;КРАСНА ЗОРЬКА;0124755301
Село;МАЛЕНЬКЕ;0124755302
Село;СОФІЇВКА;0124755303
Село;НОВИЙ САД;0124755304
СМТ;МОЛОДІЖНЕ;0124755600
Село;СОНЯЧНЕ;0124755601
СМТ;МИКОЛАЇВКА;0124755800
Село;ВІННИЦЬКЕ;0124755802
Село;КЛЮЧОВЕ;0124755803
Село;ОЛЕКСАНДРІВКА;0124755804
Село;ПЕТРІВКА;0124755805
Село;РОЗДОЛЛЯ;0124755806
Село;ТЕПЛІВКА;0124755807
Село;ДОБРЕ;0124781301
Село;АНДРУСОВЕ;0124781302
Село;ЗАРІЧНЕ;0124781303
Село;КРАСНОЛІССЯ;0124781304
Село;ЛОЗОВЕ;0124781305
Село;МРАМОРНЕ;0124781306
Село;ПЕРЕВАЛЬНЕ;0124781307
Село;ПЕТРОПАВЛІВКА;0124781308
Село;ПІОНЕРСЬКЕ;0124781309
Село;ПРИВІЛЬНЕ;0124781310
Село;ФЕРСМАНОВЕ;0124781311
Село;ЧАЙКОВСЬКЕ;0124781312
Село;ДОНСЬКЕ;0124781901
Село;ВЕРХНЬОКУРГАННЕ;0124781902
Селище;ДАВИДОВЕ;0124781903
Село;ДМИТРОВЕ;0124781904
Село;КЛЕНІВКА;0124781905
Село;НИЖНЬОКУРГАННЕ;0124781906
Село;СПОКІЙНЕ;0124781907
Село;ЖУРАВЛІВКА;0124782201
Село;СТОРОЖЕВЕ;0124782202
Село;СУМСЬКЕ;0124782203
Село;КОЛЬЧУГИНЕ;0124782901
Село;ПРУДОВЕ;0124782902
Село;РІВНОПІЛЛЯ;0124782903
Село;МАЗАНКА;0124783301
Село;КРАСНІВКА;0124783302
Село;ЛІСНОСІЛЛЯ;0124783303
Село;ОПУШКИ;0124783304
Село;СОЛОВ'ЇВКА;0124783305
Село;МИРНЕ;0124783801
Село;БІЛОГЛИНКА;0124783802
Село;ГРУШЕВЕ;0124783803
Село;НОВОАНДРІЇВКА;0124784601
Село;СУХОРІЧЧЯ;0124784602
Село;ХАРИТОНІВКА;0124784603
Село;НОВОСЕЛІВКА;0124784801
Село;ПЕРВОМАЙСЬКЕ;0124785001
Село;КРАСНЕ;0124785002
Село;ЧАЙКИНЕ;0124785003
Село;ПЕРОВЕ;0124785401
Село;ВЕСЕЛЕ;0124785402
Село;ДУБКИ;0124785403
Село;ЗАЛІССЯ;0124785404
Село;КАШТАНОВЕ;0124785405
Село;КИЗИЛОВЕ;0124785407
Село;КЛИНІВКА;0124785408
Село;КЛЮЧІ;0124785409
Село;КОСТЯНТИНІВКА;0124785411
Село;МОЛОЧНЕ;0124785412
Село;НОВОМИКОЛАЇВКА;0124785413
Село;ОБРИВ;0124785414
Село;ПАРТИЗАНСЬКЕ;0124785415
Село;ТЕПЛЕ;0124785416
Село;ТОПОЛЬНЕ;0124785417
Село;УКРАЇНКА;0124785418
Село;ПОЖАРСЬКЕ;0124785601
Село;ВОДНЕ;0124785602
Село;ДЕМ'ЯНІВКА;0124785603
Село;ЛІКАРСТВЕННЕ;0124785604
Село;РОДНИКОВЕ;0124785801
Село;АРКАДІЇВКА;0124785802
Село;КУБАНСЬКЕ;0124785803
Село;КУРГАННЕ;0124785804
Село;НОВИЙ МИР;0124785805
Село;ШАФРАННЕ;0124785806
Село;СКВОРЦОВЕ;0124786401
Село;КОЛОДЯЗНЕ;0124786402
Село;МІЖГІРНЕ;0124786403
Село;ПЕРЕДОВЕ;0124786404
Село;ТРУДОВЕ;0124787001
Село;ДЕНИСІВКА;0124787002
Село;ДРУЖНЕ;0124787003
Село;ІВАНІВКА;0124787004
Село;ЛАЗАРІВКА;0124787006
Село;СТРОГОНІВКА;0124787007
Селище;АЙКАВАН;0124787008
Село;АКРОПОЛІС;0124787009
Село;АНА-ЮРТ;0124787010
Село;УКРОМНЕ;0124787501
Село;СОВХОЗНЕ;0124787502
Село;УРОЖАЙНЕ;0124788001
Село;ЖИВОПИСНЕ;0124788002
Село;ЧИСТЕНЬКЕ;0124788701
Село;КОМИШИНКА;0124788702
Село;ЛЕВАДКИ;0124788703
Село;НОВОЗБУР'ЇВКА;0124788704
Село;ТРИПРУДНЕ;0124788705
Село;ТРУДОЛЮБОВЕ;0124788706
Село;ФОНТАНИ;0124788707
Село;ШИРОКЕ;0124789001
Село;ДИВНЕ;0124789002
Село;КУПРІНЕ;0124789003
Село;ПРОЛІТНЕ;0124789005
Селище;ШКІЛЬНЕ;0124789301
СМТ;СОВЄТСЬКИЙ;0125255100
Село;ДМИТРІВКА;0125280801
Село;РОВЕНКА;0125280802
Село;ЗАВІТНЕ;0125281101
Село;ПЧІЛЬНИКИ;0125281103
Село;ІЛЛІЧЕВЕ;0125282201
Село;ВОСТОЧНЕ;0125282202
Село;ГЕОРГІЇВКА;0125282203
Село;ДЯТЛІВКА;0125282204
Село;НАДЕЖДА;0125282205
Село;РІЧНЕ;0125282206
Село;ШАХТИНЕ;0125282207
Село;КРАСНОГВАРДІЙСЬКЕ;0125283301
Село;ЛОХІВКА;0125283302
Село;ЛУЧОВЕ;0125283303
Село;КРАСНОФЛОТСЬКЕ;0125283901
Село;ВАРВАРІВКА;0125283902
Село;ЛЕБЕДИНКА;0125283903
Село;МАРКОВЕ;0125283904
Село;НЕКРАСОВКА;0125285501
Село;ОКТЯБРСЬКЕ;0125285503
Село;ПРУДИ;0125286601
Село;ПРИВІЛЬНЕ;0125286602
Село;ПУШКІНЕ;0125286801
Село;МАКІВКА;0125286803
Село;УРОЖАЙНЕ;0125287701
Село;ПРИСИВАШНЕ;0125287702
Село;ЧАПАЄВКА;0125288201
Село;КОЛОМЕНСЬКЕ;0125288202
Село;МИКОЛАЇВКА;0125288203
Село;НОВОСЕЛІВКА;0125288204
Село;НОВИЙ МИР;0125288205
Село;ХЛІБНЕ;0125288206
Село;ЧОРНОЗЕМНЕ;0125288601
Село;АЛМАЗНЕ;0125288602
Село;ДЕМ'ЯНІВКА;0125288603
Село;КОРНІЇВКА;0125288604
Село;РОЗДОЛЬНЕ;0125288605
СМТ;ЧОРНОМОРСЬКЕ;0125655100
Село;ДАЛЕКЕ;0125681101
Село;ВОЛОДИМИРІВКА;0125681102
Село;ЖУРАВЛІВКА;0125681103
Село;ЗОРЯНЕ;0125681104
Село;СЄВЕРНЕ;0125681105
Село;КІРОВСЬКЕ;0125682201
Село;ДОЗОРНЕ;0125682202
Село;ЗАДОРНЕ;0125682203
Селище;НИЗІВКА;0125682204
Село;КРАСНА ПОЛЯНА;0125683301
Село;ВНУКОВЕ;0125683302
Село;КУЗНЕЦЬКЕ;0125683303
Село;КРАСНОЯРСЬКЕ;0125683501
Село;ЛЕНСЬКЕ;0125683503
Село;МЕДВЕДЕВЕ;0125684401
Селище;ОЗЕРІВКА;0125684402
Село;МІЖВОДНЕ;0125684801
Село;ВОДОПІЙНЕ;0125684802
Село;ЗАЙЦЕВЕ;0125684803
Село;НОВОУЛЬЯНОВКА;0125684804
Село;СНІЖНЕ;0125684805
Село;НОВОІВАНІВКА;0125685601
Село;ХМЕЛЬОВЕ;0125685604
Село;НОВОСІЛЬСЬКЕ;0125686001
Село;АРТЕМІВКА;0125686002
Село;ОКУНІВКА;0125687301
Село;ГРОМОВЕ;0125687302
Село;ЗНАМ'ЯНСЬКЕ;0125687303
Село;КРАСНОСІЛЬСЬКЕ;0125687304
Село;МАР'ЇНЕ;0125687305
Село;ОЛЕНІВКА;0125687801
Село;КАЛИНІВКА;0125687802
Село;МАЯК;0125687803
Місто;ВІННИЦЯ;0510100000
СМТ;ДЕСНА;0510141000
Місто;ЖМЕРИНКА;0510300000
Село;ЖУКІВЦІ;0510390001
Село;КОРОСТІВЦІ;0510390002
Село;МАЛІ КОРОСТІВЦІ;0510390003
Село;МЕЖИРІВ;0510390004
Село;ПЕТРІВКА;0510390005
Село;РІВ;0510390006
Село;СІДАВА;0510390007
Село;СЛОБОДА-НОСКОВЕЦЬКА;0510390008
Село;ЩУЧИНЦІ;0510390009
Село;ЯРОШЕНКА;0510390010
Місто;МОГИЛІВ-ПОДІЛЬСЬКИЙ;0510400000
Селище;ОДАЯ;0510490001
Селище;СОНЯЧНЕ;0510490003
Місто;КОЗЯТИН;0510500000
СМТ;ЗАЛІЗНИЧНЕ;0510541000
Місто;ЛАДИЖИН;0510600000
Селище;ГУБНИК;0510690001
Село;ЛУКАШІВКА;0510690002
Селище;РУЖИЦЬКЕ;0510690003
Місто;ХМІЛЬНИК;0510900000
Село;СОКОЛОВА;0510990001
Місто;БАР;0520210100
Село;АНТОНІВКА;0520210101
Село;ГЛИНЯНКА;0520210102
Село;ШИРОКЕ;0520210103
СМТ;КОПАЙГОРОД;0520255300
Селище;КОПАЙ;0520255303
Село;ПЕРЕЛІСКИ;0520255306
Село;УКРАЇНСЬКЕ;0520255309
Село;ШЕВЧЕНКОВЕ;0520255312
Село;ШИПИНКИ;0520255315
Село;БАЛКИ;0520280201
Село;АДАМІВКА;0520280203
Село;ЙОСИПІВЦІ;0520280205
Село;ОКЛАДНЕ;0520280207
Село;ЧЕМЕРИСИ-БАРСЬКІ;0520280209
Село;ВЕРХІВКА;0520280401
Село;ПРИМОЩАНИЦЯ;0520280403
Село;ВОЙНАШІВКА;0520280601
Селище;БАР;0520280603
Село;ЗАМОЖНЕ;0520280605
Село;ЗАТОКИ;0520280607
Село;КАНОНИЦЬКЕ;0520280609
Село;МИРНЕ;0520280611
Село;МІЖЛІССЯ;0520280613
Село;ПЛЯЦИНА;0520280615
Село;ВОЛОДІЇВЦІ;0520280801
Село;ЗЕЛЕНЕ;0520280803
Село;МАР'ЯНІВКА;0520280805
Село;ГАЙОВЕ;0520281001
Селище;ІВАНОВЕЦЬКЕ;0520281003
Село;КОЛОСІВКА;0520281005
Селище;КОТОВА;0520281007
Село;ШПИРКИ;0520281009
Село;ГАРМАКИ;0520281201
Селище;ДІБРОВА;0520281203
Село;ГУЛІ;0520281401
Село;СЛОБОДА-ГУЛІВСЬКА;0520281403
Село;ЖУРАВЛІВКА;0520281603
Село;БУЦНІ;0520281606
Село;ЛЯДОВА;0520281609
Село;ПИЛИПИ;0520281612
Село;СЕФЕРІВКА;0520281615
Село;ІВАНІВЦІ;0520281801
Село;ШЕВЧЕНКА;0520281812
Село;КАРИШКІВ;0520282003
Село;ГРАБІВЦІ;0520282006
Село;КОМАРІВЦІ;0520282203
Село;КУЗЬМИНЦІ;0520282403
Село;ГОЛУБІВКА;0520282406
Село;МАРТИНІВКА;0520282409
Село;ЛІСОВЕ;0520282603
Село;ПОЛЬОВЕ;0520282606
Село;ЛУКА-БАРСЬКА;0520282803
Село;ВАСЮТИНЦІ;0520282806
Село;ГОРЯНИ;0520282809
Село;ЗОРЯНЕ;0520282812
Село;КВІТКА;0520282815
Село;МАЛЬЧІВЦІ;0520283003
Село;СТЕПАНКИ;0520283006
Село;МАНЬКІВЦІ;0520283203
Село;МЕЛЬНИКИ;0520283206
Село;УЛЯНІВКА;0520283209
Село;МАТЕЙКІВ;0520283403
Село;МУРАШКА;0520283406
Село;ПАВЛІВКА;0520283409
Село;ТРУДОЛЮБІВКА;0520283412
Село;МИГАЛІВЦІ;0520283501
Село;КОЗАРІВКА;0520283503
Село;МИТКИ;0520283603
Село;КИЯНІВКА;0520283606
Село;ПІДЛІСНИЙ ЯЛТУШКІВ;0520284003
Село;ПОПІВЦІ;0520284403
Село;ВЕРЕШКИ;0520284406
Село;КОШАРИНЦІ;0520284409
Село;СУПІВКА;0520284803
Село;БАРОК;0520284806
Село;ГУБАЧІВКА;0520284809
Село;ТЕРЕШКИ;0520285003
Село;ГАВРИШІВКА;0520285006
Село;СЕМЕНКИ;0520285009
Село;ХОДАКИ;0520285303
Село;БРИГИДІВКА;0520285306
Селище;ЛУГОВЕ;0520285309
Селище;СЛОБОДА;0520285312
Село;СЛОБОДА-ХОДАЦЬКА;0520285315
Село;ЧЕРЕШНЕВЕ;0520285318
Село;ЧЕМЕРИСЬКЕ;0520285603
Село;БОРЩІ;0520285606
Село;РЕГЕНТІВКА;0520285609
Село;СТАСЮКИ;0520285612
Село;ШЕРШНІ;0520285615
Село;ЯЛТУШКІВ;0520286503
Село;БІЛИЧИН;0520286506
Село;СЛОБОДА-ЯЛТУШКІВСЬКА;0520286515
Місто;БЕРШАДЬ;0520410100
Село;БАЛАНІВКА;0520480403
Село;БИРЛІВКА;0520480603
Село;ВЕЛИКА КИРІЇВКА;0520480903
Село;ГОЛДАШІВКА;0520481303
Село;ХМАРІВКА;0520481601
Село;ЧЕРНЯТКА;0520481602
Село;ДЖУЛИНКА;0520481603
Село;БЕРІЗКИ-БЕРШАДСЬКІ;0520481606
Село;ДЯКІВКА;0520481803
Село;КИДРАСІВКА;0520482203
